D,N,ranks,category,name,total_ms,percent
30,8388608,4,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",906.6628,24.30
30,8388608,4,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",74.0535,2.00
30,8388608,4,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",12.5800,0.30
30,8388608,4,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,7.1040,0.20
30,8388608,4,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2521,0.00
30,8388608,4,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1664,0.00
30,8388608,4,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0015,0.00
30,8388608,8,api,cudaDeviceSynchronize,3735.2970,67.50
30,8388608,8,api,cudaMemcpy,1752.7864,31.70
30,8388608,8,api,cudaFree,18.7445,0.30
30,8388608,8,api,cudaMemcpyFromSymbol,17.9520,0.30
30,8388608,8,api,cudaMalloc,5.6887,0.10
30,8388608,8,api,cudaLaunchKernel,5.3829,0.10
30,8388608,8,api,cudaEventRecord,0.9445,0.00
30,8388608,8,api,cudaEventCreate,0.2968,0.00
30,8388608,8,api,cuGetProcAddress_v2,0.1808,0.00
30,8388608,8,api,cudaEventDestroy,0.1625,0.00
30,8388608,8,api,cudaMemset,0.0092,0.00
30,8388608,8,api,cudaEventSynchronize,0.0063,0.00
30,8388608,8,api,cuModuleGetLoadingMode,0.0038,0.00
30,8388608,8,api,cuInit,0.0038,0.00
30,8388608,8,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",1436.4245,38.40
30,8388608,8,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",1298.6960,34.70
30,8388608,8,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",908.9646,24.30
30,8388608,8,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",74.3241,2.00
30,8388608,8,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",12.6006,0.30
30,8388608,8,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,7.1037,0.20
30,8388608,8,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2533,0.00
30,8388608,8,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1669,0.00
30,8388608,8,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0015,0.00
30,8388608,16,api,cudaDeviceSynchronize,3730.6964,67.50
30,8388608,16,api,cudaMemcpy,1750.8359,31.70
30,8388608,16,api,cudaFree,19.5398,0.40
30,8388608,16,api,cudaMemcpyFromSymbol,13.4963,0.20
30,8388608,16,api,cudaLaunchKernel,5.3366,0.10
30,8388608,16,api,cudaMalloc,3.0284,0.10
30,8388608,16,api,cudaEventRecord,0.9799,0.00
30,8388608,16,api,cudaEventCreate,0.2584,0.00
30,8388608,16,api,cudaEventDestroy,0.1805,0.00
30,8388608,16,api,cuGetProcAddress_v2,0.1677,0.00
30,8388608,16,api,cudaMemset,0.0123,0.00
30,8388608,16,api,cudaEventSynchronize,0.0069,0.00
30,8388608,16,api,cuModuleGetLoadingMode,0.0045,0.00
30,8388608,16,api,cuInit,0.0044,0.00
30,8388608,16,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",1435.9912,38.50
30,8388608,16,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",1297.5915,34.80
30,8388608,16,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",905.9682,24.30
30,8388608,16,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",74.3301,2.00
30,8388608,16,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",12.5892,0.30
30,8388608,16,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,7.0988,0.20
30,8388608,16,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2527,0.00
30,8388608,16,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1674,0.00
30,8388608,16,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0015,0.00
300,1024,1,api,cudaMemcpy,56.6747,67.50
300,1024,1,api,cudaDeviceSynchronize,11.5003,13.70
300,1024,1,api,cudaMemcpyFromSymbol,7.5864,9.00
300,1024,1,api,cudaLaunchKernel,4.6269,5.50
300,1024,1,api,cudaEventRecord,1.0550,1.30
300,1024,1,api,cudaMalloc,1.0126,1.20
300,1024,1,api,cudaFree,0.8827,1.10
300,1024,1,api,cudaEventCreate,0.2697,0.30
300,1024,1,api,cuGetProcAddress_v2,0.1967,0.20
300,1024,1,api,cudaEventDestroy,0.1851,0.20
300,1024,1,api,cudaMemset,0.0099,0.00
300,1024,1,api,cuInit,0.0046,0.00
300,1024,1,api,cudaEventSynchronize,0.0040,0.00
300,1024,1,api,cuModuleGetLoadingMode,0.0035,0.00
300,1024,1,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",11.3836,80.50
300,1024,1,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1.4231,10.10
300,1024,1,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",0.8636,6.10
300,1024,1,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2116,1.50
300,1024,1,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1401,1.00
300,1024,1,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",0.1071,0.80
300,1024,1,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",0.0186,0.10
300,1024,1,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0017,0.00
300,1024,2,api,cudaMemcpy,59.1136,57.60
300,1024,2,api,cudaMemcpyFromSymbol,14.4904,14.10
300,1024,2,api,cudaDeviceSynchronize,10.6157,10.30
300,1024,2,api,cudaLaunchKernel,10.2116,10.00
300,1024,2,api,cudaFree,3.6010,3.50
300,1024,2,api,cudaMalloc,2.6463,2.60
300,1024,2,api,cudaEventRecord,1.1812,1.20
300,1024,2,api,cudaEventCreate,0.3509,0.30
300,1024,2,api,cudaEventDestroy,0.2132,0.20
300,1024,2,api,cuGetProcAddress_v2,0.1306,0.10
300,1024,2,api,cudaMemset,0.0109,0.00
300,1024,2,api,cudaEventSynchronize,0.0053,0.00
300,1024,2,api,cuModuleGetLoadingMode,0.0039,0.00
300,1024,2,api,cuInit,0.0032,0.00
300,1024,2,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",11.2750,80.30
300,1024,2,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1.4315,10.20
300,1024,2,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",0.8502,6.10
300,1024,2,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2104,1.50
300,1024,2,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1388,1.00
300,1024,2,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",0.1074,0.80
300,1024,2,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",0.0184,0.10
300,1024,2,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0017,0.00
300,1024,4,api,cudaMemcpy,46.2362,55.50
300,1024,4,api,cudaMemcpyFromSymbol,10.8169,13.00
300,1024,4,api,cudaDeviceSynchronize,10.7660,12.90
300,1024,4,api,cudaLaunchKernel,6.9294,8.30
300,1024,4,api,cudaMalloc,3.6746,4.40
300,1024,4,api,cudaFree,2.9765,3.60
300,1024,4,api,cudaEventRecord,1.2044,1.40
300,1024,4,api,cudaEventCreate,0.3105,0.40
300,1024,4,api,cudaEventDestroy,0.1933,0.20
300,1024,4,api,cuGetProcAddress_v2,0.1635,0.20
300,1024,4,api,cudaMemset,0.0123,0.00
300,1024,4,api,cuInit,0.0049,0.00
300,1024,4,api,cudaEventSynchronize,0.0048,0.00
300,1024,4,api,cuModuleGetLoadingMode,0.0037,0.00
300,1024,4,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",11.1203,79.60
300,1024,4,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1.4185,10.20
300,1024,4,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",0.9527,6.80
300,1024,4,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2094,1.50
300,1024,4,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1383,1.00
300,1024,4,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",0.1066,0.80
300,1024,4,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",0.0185,0.10
300,1024,4,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0017,0.00
300,1024,8,api,cudaMemcpy,44.5652,53.10
300,1024,8,api,cudaMemcpyFromSymbol,11.5304,13.70
300,1024,8,api,cudaDeviceSynchronize,10.5845,12.60
300,1024,8,api,cudaLaunchKernel,9.7663,11.60
300,1024,8,api,cudaFree,2.9876,3.60
300,1024,8,api,cudaMalloc,2.5632,3.10
300,1024,8,api,cudaEventRecord,1.1640,1.40
300,1024,8,api,cudaEventCreate,0.3613,0.40
300,1024,8,api,cudaEventDestroy,0.2498,0.30
300,1024,8,api,cuGetProcAddress_v2,0.1632,0.20
300,1024,8,api,cudaMemset,0.0156,0.00
300,1024,8,api,cudaEventSynchronize,0.0076,0.00
300,1024,8,api,cuInit,0.0043,0.00
300,1024,8,api,cuModuleGetLoadingMode,0.0036,0.00
300,1024,8,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",11.1206,79.70
300,1024,8,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1.4107,10.10
300,1024,8,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",0.9544,6.80
300,1024,8,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2091,1.50
300,1024,8,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1381,1.00
300,1024,8,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",0.1064,0.80
300,1024,8,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",0.0185,0.10
300,1024,8,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0016,0.00
300,1024,16,api,cudaMemcpy,45.4698,44.30
300,1024,16,api,cudaMemcpyFromSymbol,23.0420,22.40
300,1024,16,api,cudaMalloc,11.0921,10.80
300,1024,16,api,cudaDeviceSynchronize,10.5762,10.30
300,1024,16,api,cudaLaunchKernel,7.5421,7.30
300,1024,16,api,cudaFree,2.8234,2.80
300,1024,16,api,cudaEventRecord,1.3055,1.30
300,1024,16,api,cudaEventCreate,0.3291,0.30
300,1024,16,api,cudaEventDestroy,0.2638,0.30
300,1024,16,api,cuGetProcAddress_v2,0.1751,0.20
300,1024,16,api,cudaMemset,0.0117,0.00
300,1024,16,api,cudaEventSynchronize,0.0057,0.00
300,1024,16,api,cuInit,0.0046,0.00
300,1024,16,api,cuModuleGetLoadingMode,0.0043,0.00
300,1024,16,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",11.1228,79.60
300,1024,16,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1.4191,10.20
300,1024,16,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",0.9522,6.80
300,1024,16,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2097,1.50
300,1024,16,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1380,1.00
300,1024,16,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",0.1069,0.80
300,1024,16,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",0.0184,0.10
300,1024,16,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0017,0.00
300,2097152,1,api,cudaDeviceSynchronize,8862.9156,68.00
300,2097152,1,api,cudaMemcpy,4139.1496,31.70
300,2097152,1,api,cudaFree,18.6408,0.10
300,2097152,1,api,cudaMemcpyFromSymbol,8.8614,0.10
300,2097152,1,api,cudaLaunchKernel,5.1396,0.00
300,2097152,1,api,cudaMalloc,2.5693,0.00
300,2097152,1,api,cudaEventRecord,0.9755,0.00
300,2097152,1,api,cudaEventCreate,0.2871,0.00
300,2097152,1,api,cudaEventDestroy,0.1784,0.00
300,2097152,1,api,cuGetProcAddress_v2,0.1468,0.00
300,2097152,1,api,cudaMemset,0.0109,0.00
300,2097152,1,api,cudaEventSynchronize,0.0066,0.00
300,2097152,1,api,cuModuleGetLoadingMode,0.0040,0.00
300,2097152,1,api,cuInit,0.0037,0.00
300,2097152,1,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",3727.8745,42.00
300,2097152,1,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",3579.9668,40.40
300,2097152,1,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1517.1952,17.10
300,2097152,1,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",21.8877,0.20
300,2097152,1,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",16.5123,0.20
300,2097152,1,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,2.3245,0.00
300,2097152,1,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2229,0.00
300,2097152,1,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1457,0.00
300,2097152,1,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0022,0.00
300,2097152,2,api,cudaDeviceSynchronize,8781.2231,59.20
300,2097152,2,api,cudaMemcpy,6008.1993,40.50
300,2097152,2,api,cudaFree,20.4509,0.10
300,2097152,2,api,cudaMemcpyFromSymbol,13.8031,0.10
300,2097152,2,api,cudaLaunchKernel,6.1138,0.00
300,2097152,2,api,cudaMalloc,3.2686,0.00
300,2097152,2,api,cudaEventRecord,0.9831,0.00
300,2097152,2,api,cudaEventCreate,0.3828,0.00
300,2097152,2,api,cudaEventDestroy,0.1668,0.00
300,2097152,2,api,cuGetProcAddress_v2,0.1301,0.00
300,2097152,2,api,cudaMemset,0.0139,0.00
300,2097152,2,api,cudaEventSynchronize,0.0063,0.00
300,2097152,2,api,cuModuleGetLoadingMode,0.0036,0.00
300,2097152,2,api,cuInit,0.0033,0.00
300,2097152,2,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",3648.8953,41.50
300,2097152,2,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",3576.0840,40.70
300,2097152,2,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1518.1412,17.30
300,2097152,2,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",22.0094,0.30
300,2097152,2,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",16.7330,0.20
300,2097152,2,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,2.3012,0.00
300,2097152,2,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2276,0.00
300,2097152,2,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1482,0.00
300,2097152,2,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0020,0.00
300,2097152,4,api,cudaDeviceSynchronize,8451.9330,72.80
300,2097152,4,api,cudaMemcpy,3097.8182,26.70
300,2097152,4,api,cudaFree,31.7570,0.30
300,2097152,4,api,cudaMemcpyFromSymbol,15.9175,0.10
300,2097152,4,api,cudaMalloc,7.6676,0.10
300,2097152,4,api,cudaLaunchKernel,6.2061,0.10
300,2097152,4,api,cudaEventRecord,1.1147,0.00
300,2097152,4,api,cudaEventCreate,0.3354,0.00
300,2097152,4,api,cuGetProcAddress_v2,0.2077,0.00
300,2097152,4,api,cudaEventDestroy,0.1745,0.00
300,2097152,4,api,cudaMemset,0.0128,0.00
300,2097152,4,api,cudaEventSynchronize,0.0068,0.00
300,2097152,4,api,cuModuleGetLoadingMode,0.0045,0.00
300,2097152,4,api,cuInit,0.0044,0.00
300,2097152,4,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",3577.1119,42.30
300,2097152,4,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",3321.3038,39.30
300,2097152,4,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1516.0698,17.90
300,2097152,4,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",21.9283,0.30
300,2097152,4,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",16.5212,0.20
300,2097152,4,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,2.2710,0.00
300,2097152,4,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2270,0.00
300,2097152,4,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1480,0.00
300,2097152,4,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0023,0.00
300,2097152,8,api,cudaDeviceSynchronize,8453.1071,72.70
300,2097152,8,api,cudaMemcpy,3100.9134,26.70
300,2097152,8,api,cudaFree,31.2742,0.30
300,2097152,8,api,cudaLaunchKernel,13.4519,0.10
300,2097152,8,api,cudaMemcpyFromSymbol,12.0512,0.10
300,2097152,8,api,cudaMalloc,11.6837,0.10
300,2097152,8,api,cudaEventRecord,1.2545,0.00
300,2097152,8,api,cudaEventCreate,0.3958,0.00
300,2097152,8,api,cudaEventDestroy,0.2322,0.00
300,2097152,8,api,cuGetProcAddress_v2,0.1641,0.00
300,2097152,8,api,cudaMemset,0.0107,0.00
300,2097152,8,api,cudaEventSynchronize,0.0099,0.00
300,2097152,8,api,cuInit,0.0043,0.00
300,2097152,8,api,cuModuleGetLoadingMode,0.0038,0.00
300,2097152,8,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",3577.8625,42.30
300,2097152,8,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",3320.6402,39.30
300,2097152,8,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1516.7936,17.90
300,2097152,8,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",22.0368,0.30
300,2097152,8,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",16.9106,0.20
300,2097152,8,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,2.2752,0.00
300,2097152,8,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2254,0.00
300,2097152,8,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1470,0.00
300,2097152,8,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0021,0.00
300,2097152,16,api,cudaDeviceSynchronize,8480.8761,72.80
300,2097152,16,api,cudaMemcpy,3093.5692,26.60
300,2097152,16,api,cudaFree,41.6687,0.40
300,2097152,16,api,cudaMemcpyFromSymbol,12.7028,0.10
300,2097152,16,api,cudaMalloc,12.1313,0.10
300,2097152,16,api,cudaLaunchKernel,6.1538,0.10
300,2097152,16,api,cudaEventRecord,1.2055,0.00
300,2097152,16,api,cudaEventCreate,0.3487,0.00
300,2097152,16,api,cudaEventDestroy,0.1784,0.00
300,2097152,16,api,cuGetProcAddress_v2,0.1348,0.00
300,2097152,16,api,cudaMemset,0.0106,0.00
300,2097152,16,api,cudaEventSynchronize,0.0092,0.00
300,2097152,16,api,cuModuleGetLoadingMode,0.0042,0.00
300,2097152,16,api,cuInit,0.0038,0.00
300,2097152,16,kernel,"kernel_update(float *, float *, const float *, const float *, const float *, const int *, float, fl…",3578.3213,42.20
300,2097152,16,kernel,"kernel_eval_and_pbest(const float *, float *, float *, float *, float (*)(const float *, int), int,…",3349.0394,39.50
300,2097152,16,kernel,"kernel_draw_rng(curandStateXORWOW *, float *, float *, int, int)",1516.1267,17.90
300,2097152,16,kernel,"kernel_swarm_init(float *, float *, float *, float *, float *, curandStateXORWOW *, float, float, i…",21.9965,0.30
300,2097152,16,kernel,"kernel_curand_init(curandStateXORWOW *, unsigned long long, int)",16.5221,0.20
300,2097152,16,kernel,void cub::CUB_200200_750_NS::DeviceReduceKernel<cub::CUB_200200_750_NS::DeviceReducePolicy<cub::CUB…,2.2721,0.00
300,2097152,16,kernel,void cub::CUB_200200_750_NS::DeviceReduceSingleTileKernel<cub::CUB_200200_750_NS::DeviceReducePolic…,0.2258,0.00
300,2097152,16,kernel,"kernel_commit_gbest(const ReduceResult *, float *, int *, float *, int, int)",0.1475,0.00
300,2097152,16,kernel,"kernel_gather_gbest_pos(const float *, float *, const int *, int, int)",0.0021,0.00
